filename,conversation_no,act_tag,caller,text,pos
./data/verbmobil,r213c,ACCEPT,A,yeah,yeah
./data/verbmobil,r213c,SUGGEST,A,how 'bout Monday at ten,how/'bout/Monday/at/ten
./data/verbmobil,r213c,ACCEPT,B,alright sounds good,alright/sounds/good
./data/verbmobil,r214c,GREET,A,so Ian,so/Ian
./data/verbmobil,r214c,REQUEST_SUGGEST,A,"<""ah> what times are you free from well s= in some short amount of time","<""ah>/what/times/are/you/free/from/well/s=/in/some/short/amount/of/time"
./data/verbmobil,r214c,SUGGEST,B,I am pretty busy most of this week,I/am/pretty/busy/most/of/this/week
./data/verbmobil,r214c,SUGGEST,B,"I am free on the seventeenth and <""ah> the afternoon of the sixteenth","I/am/free/on/the/seventeenth/and/<""ah>/the/afternoon/of/the/sixteenth"
./data/verbmobil,r214c,ACCEPT,A,alright well the sixteenth looks okay for me,alright/well/the/sixteenth/looks/okay/for/me
./data/verbmobil,r214c,EXCLUDE,A,"I have got <""ahm> class from nine to noon","I/have/got/<""ahm>/class/from/nine/to/noon"
./data/verbmobil,r214c,SUGGEST,A,"but <""ahm> aside from that I am pretty much free","but/<""ahm>/aside/from/that/I/am/pretty/much/free"
./data/verbmobil,r214c,ACCEPT,B,okay,okay
./data/verbmobil,r214c,SUGGEST,B,"then <""ah> should we plan to meet at <""ah> say two o'clock","then/<""ah>/should/we/plan/to/meet/at/<""ah>/say/two/o'clock"
./data/verbmobil,r214c,ACCEPT,A,"<""ahm> yeah two o'clock sounds good to me","<""ahm>/yeah/two/o'clock/sounds/good/to/me"
./data/verbmobil,r214c,FEEDBACK_POSITIVE,A,"<""ahm> yeah that is great","<""ahm>/yeah/that/is/great"
./data/verbmobil,r214c,CONFIRM,A,I will just write that down on my other calendar,I/will/just/write/that/down/on/my/other/calendar
./data/verbmobil,r214c,FEEDBACK_POSITIVE,B,okay good,okay/good
./data/verbmobil,r214c,BYE,B,"then I will <""ah> see you then","then/I/will/<""ah>/see/you/then"
./data/verbmobil,r214c,BYE,A,alright well I will see you,alright/well/I/will/see/you
./data/verbmobil,r214c,POLITENESS_FORMULA,A,"and I <""ah> hope the wife and gerbils are going well","and/I/<""ah>/hope/the/wife/and/gerbils/are/going/well"
./data/verbmobil,r214c,BYE,A,"and <""ahm> I will see you then","and/<""ahm>/I/will/see/you/then"
./data/verbmobil,r214c,BYE,A,bye,bye
./data/verbmobil,r215c,INIT,A,"so Ian I am glad this meeting went well and <""ahm> I think we should schedule another one to hammer out the details","so/Ian/I/am/glad/this/meeting/went/well/and/<""ahm>/I/think/we/should/schedule/another/one/to/hammer/out/the/details"
./data/verbmobil,r215c,NOT_CLASSIFIABLE,A,"<""ahm> what time are you f=","<""ahm>/what/time/are/you/f="
./data/verbmobil,r215c,REQUEST_SUGGEST,A,what times are you free,what/times/are/you/free
./data/verbmobil,r215c,EXCLUDE,B,well I have got seminars on the eighth and the ninth,well/I/have/got/seminars/on/the/eighth/and/the/ninth
./data/verbmobil,r215c,SUGGEST,B,"I am <""ah> free tomorrow morning","I/am/<""ah>/free/tomorrow/morning"
./data/verbmobil,r215c,EXCLUDE,B,and I am going on vacation next week,and/I/am/going/on/vacation/next/week
./data/verbmobil,r215c,SUGGEST,B,so I am free in the afternoon of the fourteenth and the fifteenth,so/I/am/free/in/the/afternoon/of/the/fourteenth/and/the/fifteenth
./data/verbmobil,r215c,REQUEST_COMMENT,B,do any of those times work for you,do/any/of/those/times/work/for/you
./data/verbmobil,r215c,REJECT,A,<hm> gee I no neither of those are good,<hm>/gee/I/no/neither/of/those/are/good
./data/verbmobil,r215c,EXPLAINED_REJECT,A,"I am out of town <""ahm> this week","I/am/out/of/town/<""ahm>/this/week"
./data/verbmobil,r215c,DELIBERATE,A,"and <""ahm> let us see","and/<""ahm>/let/us/see"
./data/verbmobil,r215c,SUGGEST,A,"<""ahm> is the twelfth okay for you","<""ahm>/is/the/twelfth/okay/for/you"
./data/verbmobil,r215c,EXPLAINED_REJECT,B,I am on vacation on the twelfth,I/am/on/vacation/on/the/twelfth
./data/verbmobil,r215c,SUGGEST,B,"<""ahm> would the sixteenth work maybe or maybe the nineteenth","<""ahm>/would/the/sixteenth/work/maybe/or/maybe/the/nineteenth"
./data/verbmobil,r215c,ACCEPT,A,the nineteenth looks good,the/nineteenth/looks/good
./data/verbmobil,r215c,EXCLUDE,A,"<""ah> I got a sport at <""ahm> four o'clock","<""ah>/I/got/a/sport/at/<""ahm>/four/o'clock"
./data/verbmobil,r215c,SUGGEST,A,but any time before that I am free,but/any/time/before/that/I/am/free
./data/verbmobil,r215c,ACCEPT,B,okay great,okay/great
./data/verbmobil,r215c,SUGGEST,B,"<""ah> should we do brunch say meet at nine o'clock","<""ah>/should/we/do/brunch/say/meet/at/nine/o'clock"
./data/verbmobil,r215c,NOT_CLASSIFIABLE,A,"<""ahm> yeah nine is oka=","<""ahm>/yeah/nine/is/oka="
./data/verbmobil,r215c,SUGGEST,A,how 'bout ten that is,how/'bout/ten/that/is
./data/verbmobil,r215c,GIVE_REASON,A,that is a bit more convenient for me,that/is/a/bit/more/convenient/for/me
./data/verbmobil,r215c,ACCEPT,B,okay then ten it is,okay/then/ten/it/is
./data/verbmobil,r215c,FEEDBACK_POSITIVE,A,alright well great,alright/well/great
./data/verbmobil,r215c,BYE,A,I will see you then,I/will/see/you/then
./data/verbmobil,r215c,DEVIATE_SCENARIO,A,and I hope you voca= vacation goes well,and/I/hope/you/voca=/vacation/goes/well
./data/verbmobil,r215c,THANK,B,"<""ah> thanks","<""ah>/thanks"
./data/verbmobil,r215c,POLITENESS_FORMULA,B,"and <""ah> same to you","and/<""ah>/same/to/you"
./data/verbmobil,r215c,THANK,A,alright thanks,alright/thanks
./data/verbmobil,r215c,BYE,A,"<""ah> see you then bye","<""ah>/see/you/then/bye"
./data/verbmobil,r216c,DEVIATE_SCENARIO,A,"so <""ah> Zaphod I think the meeting went well <""ahm>","so/<""ah>/Zaphod/I/think/the/meeting/went/well/<""ahm>"
./data/verbmobil,r216c,DEVIATE_SCENARIO,A,I think we made a lot of progress on this but I think the widget problem needs a little work,I/think/we/made/a/lot/of/progress/on/this/but/I/think/the/widget/problem/needs/a/little/work
./data/verbmobil,r216c,INIT,A,"and <""ah> we should maybe get together in May sometime","and/<""ah>/we/should/maybe/get/together/in/May/sometime"
./data/verbmobil,r216c,INFORM,B,"<""ahm> sorry you are mispronouncing my name","<""ahm>/sorry/you/are/mispronouncing/my/name"
./data/verbmobil,r216c,CLARIFY,B,"it is Zaphod <""ahm>","it/is/Zaphod/<""ahm>"
./data/verbmobil,r216c,DELIBERATE,B,let us see,let/us/see
./data/verbmobil,r216c,EXCLUDE,B,for the next two weeks I will be on vacation,for/the/next/two/weeks/I/will/be/on/vacation
./data/verbmobil,r216c,SUGGEST,B,"<""ahm> how 'bout the twenty first or the twenty eighth","<""ahm>/how/'bout/the/twenty/first/or/the/twenty/eighth"
./data/verbmobil,r216c,POLITENESS_FORMULA,A,"<""ahm> terribly sorry about that","<""ahm>/terribly/sorry/about/that"
./data/verbmobil,r216c,DEVIATE_SCENARIO,A,it is hard to you know when I only see your name in print to pronounce it properly,it/is/hard/to/you/know/when/I/only/see/your/name/in/print/to/pronounce/it/properly
./data/verbmobil,r216c,DELIBERATE,A,"<""ahm> well let us see","<""ahm>/well/let/us/see"
./data/verbmobil,r216c,DELIBERATE,A,the twenty first and the twenty eighth,the/twenty/first/and/the/twenty/eighth
./data/verbmobil,r216c,EXPLAINED_REJECT,A,I b= have seminars on both of those days,I/b=/have/seminars/on/both/of/those/days
./data/verbmobil,r216c,SUGGEST,A,"<""ahm> either either the seventeenth or the twenty fourth would be good","<""ahm>/either/either/the/seventeenth/or/the/twenty/fourth/would/be/good"
./data/verbmobil,r216c,REQUEST_COMMENT,A,"<""ahm> how are those for you","<""ahm>/how/are/those/for/you"
./data/verbmobil,r216c,EXPLAINED_REJECT,B,"<""ah> I have a seminar on the seventeenth f= and that will last all day","<""ah>/I/have/a/seminar/on/the/seventeenth/f=/and/that/will/last/all/day"
./data/verbmobil,r216c,SUGGEST,B,how 'bout the twenty fourth in the morning,how/'bout/the/twenty/fourth/in/the/morning
./data/verbmobil,r216c,ACCEPT,A,alright well as much as I loathe to get up in the morning I guess this widget problem really needs some working on,alright/well/as/much/as/I/loathe/to/get/up/in/the/morning/I/guess/this/widget/problem/really/needs/some/working/on
./data/verbmobil,r216c,SUGGEST,A,"so <""ahm> yeah what do you say <""ah> nine o'clock in the morning","so/<""ahm>/yeah/what/do/you/say/<""ah>/nine/o'clock/in/the/morning"
./data/verbmobil,r216c,REJECT,B,"<""ah> that seems too early for me","<""ah>/that/seems/too/early/for/me"
./data/verbmobil,r216c,SUGGEST,B,how about let us make it eleven and then we will have a working lunch as well,how/about/let/us/make/it/eleven/and/then/we/will/have/a/working/lunch/as/well
./data/verbmobil,r216c,ACCEPT,A,"alright that is <""ah> that is great","alright/that/is/<""ah>/that/is/great"
./data/verbmobil,r216c,CONFIRM,A,"<""ahm> eleven o'clock on the twenty fourth","<""ahm>/eleven/o'clock/on/the/twenty/fourth"
./data/verbmobil,r216c,BYE,A,"and <""ahm> I will see you then","and/<""ahm>/I/will/see/you/then"
./data/verbmobil,r216c,DEVIATE_SCENARIO,A,"and <""ah> good luck working on that improbability drive","and/<""ah>/good/luck/working/on/that/improbability/drive"
./data/verbmobil,r216c,THANK,B,thanks,thanks
./data/verbmobil,r216c,BYE,B,I will see you then,I/will/see/you/then
./data/verbmobil,r217c,FEEDBACK_POSITIVE,A,"alright then <""ahm> yeah that is great","alright/then/<""ahm>/yeah/that/is/great"
./data/verbmobil,r217c,DELIBERATE,A,"<""ahm> let us see here I th=","<""ahm>/let/us/see/here/I/th="
./data/verbmobil,r217c,DEVIATE_SCENARIO,A,"I still think we need some <""ah> to work on the organisational s= organisational structure of this a bit","I/still/think/we/need/some/<""ah>/to/work/on/the/organisational/s=/organisational/structure/of/this/a/bit"
./data/verbmobil,r217c,INIT,A,"<""ahm> do you think we could meet again sometime in June","<""ahm>/do/you/think/we/could/meet/again/sometime/in/June"
./data/verbmobil,r217c,ACCEPT,B,certainly,certainly
./data/verbmobil,r217c,EXCLUDE,B,"<""ah> I will be on vacation the second through the fourth and so I will not be able to meet those days","<""ah>/I/will/be/on/vacation/the/second/through/the/fourth/and/so/I/will/not/be/able/to/meet/those/days"
./data/verbmobil,r217c,EXCLUDE,B,I am taking the tenth off as a vacation day,I/am/taking/the/tenth/off/as/a/vacation/day
./data/verbmobil,r217c,SUGGEST,B,how 'bout Monday the seventh or Wednesday the ninth,how/'bout/Monday/the/seventh/or/Wednesday/the/ninth
./data/verbmobil,r217c,REJECT,A,"<""ah> no that is that is no good for me","<""ah>/no/that/is/that/is/no/good/for/me"
./data/verbmobil,r217c,GIVE_REASON,A,I am out of town on the seventh through the ninth,I/am/out/of/town/on/the/seventh/through/the/ninth
./data/verbmobil,r217c,SUGGEST,A,"<""ahm> how 'bout Friday the eleventh","<""ahm>/how/'bout/Friday/the/eleventh"
./data/verbmobil,r217c,REQUEST_COMMENT,A,is that okay for you,is/that/okay/for/you
./data/verbmobil,r217c,ACCEPT,B,Friday the eleventh is fine,Friday/the/eleventh/is/fine
./data/verbmobil,r217c,SUGGEST,B,if we can do it in the afternoon,if/we/can/do/it/in/the/afternoon
./data/verbmobil,r217c,ACCEPT,A,"alright <""ahm> great","alright/<""ahm>/great"
./data/verbmobil,r217c,SUGGEST,A,"<""ahm> so maybe like two o'clock in the afternoon","<""ahm>/so/maybe/like/two/o'clock/in/the/afternoon"
./data/verbmobil,r217c,REQUEST_COMMENT,A,is that good for you,is/that/good/for/you
./data/verbmobil,r217c,ACCEPT,B,yes two o'clock will be fine,yes/two/o'clock/will/be/fine
./data/verbmobil,r217c,REQUEST_SUGGEST,B,where would you like to meet,where/would/you/like/to/meet
./data/verbmobil,r217c,SUGGEST,A,"<""ahm> <hm> how would the <""ah> Hilton restaurant do","<""ahm>/<hm>/how/would/the/<""ah>/Hilton/restaurant/do"
./data/verbmobil,r217c,DEVIATE_SCENARIO,A,it is they have you know serve some very nice goulash there,it/is/they/have/you/know/serve/some/very/nice/goulash/there
./data/verbmobil,r217c,ACCEPT,B,okay sounds good,okay/sounds/good
./data/verbmobil,r217c,DEVIATE_SCENARIO,B,I am not much into goulash but I could go for a nice juicy steak,I/am/not/much/into/goulash/but/I/could/go/for/a/nice/juicy/steak
./data/verbmobil,r217c,CONFIRM,A,"alright then <""ahm> Friday the eleventh at two at the Hilton","alright/then/<""ahm>/Friday/the/eleventh/at/two/at/the/Hilton"
./data/verbmobil,r217c,BYE,A,I will see you then,I/will/see/you/then
./data/verbmobil,r217c,BYE,A,bye,bye
./data/verbmobil,r218c,GREET,A,alright then,alright/then
./data/verbmobil,r218c,DEVIATE_SCENARIO,A,"<""ahm> gee I am sorry about the meeting today <""ah>","<""ahm>/gee/I/am/sorry/about/the/meeting/today/<""ah>"
./data/verbmobil,r218c,DEVIATE_SCENARIO,A,I do not know why Bob did not show up,I/do/not/know/why/Bob/did/not/show/up
./data/verbmobil,r218c,INIT,A,"but <""ahm> I guess we will just have to reschedule it for some time","but/<""ahm>/I/guess/we/will/just/have/to/reschedule/it/for/some/time"
./data/verbmobil,r218c,DELIBERATE,A,"<""ahm> gee my schedule seems to be pretty tight this month","<""ahm>/gee/my/schedule/seems/to/be/pretty/tight/this/month"
./data/verbmobil,r218c,SUGGEST,A,"<""ahm> how is the twenty first for you","<""ahm>/how/is/the/twenty/first/for/you"
./data/verbmobil,r218c,REJECT,B,twenty first for me is bad,twenty/first/for/me/is/bad
./data/verbmobil,r218c,GIVE_REASON,B,I will be out of town the weekend before and then the nineteenth twentieth and twenty first going to the Grand Canyon,I/will/be/out/of/town/the/weekend/before/and/then/the/nineteenth/twentieth/and/twenty/first/going/to/the/Grand/Canyon
./data/verbmobil,r218c,DELIBERATE,B,let us see,let/us/see
./data/verbmobil,r218c,SUGGEST,B,how 'bout Friday the twenty third or Tuesday or Wednesday of the next week,how/'bout/Friday/the/twenty/third/or/Tuesday/or/Wednesday/of/the/next/week
./data/verbmobil,r218c,CLARIFY,B,that would be the twenty seventh or twenty eighth,that/would/be/the/twenty/seventh/or/twenty/eighth
./data/verbmobil,r218c,ACCEPT,A,"<""ahm> well the twenty third is okay for me","<""ahm>/well/the/twenty/third/is/okay/for/me"
./data/verbmobil,r218c,SUGGEST,A,"<""ahm> as long as our meeting is over before say one","<""ahm>/as/long/as/our/meeting/is/over/before/say/one"
./data/verbmobil,r218c,ACCEPT,A,"<""ahm> and the twenty eighth is all free","<""ahm>/and/the/twenty/eighth/is/all/free"
./data/verbmobil,r218c,SUGGEST,A,so either Friday morning or Wednesday is fine,so/either/Friday/morning/or/Wednesday/is/fine
./data/verbmobil,r218c,INFORM,B,I hate morning meetings,I/hate/morning/meetings
./data/verbmobil,r218c,SUGGEST,B,do you mind terribly if we scheduled it for the twenty eighth,do/you/mind/terribly/if/we/scheduled/it/for/the/twenty/eighth
./data/verbmobil,r218c,SUGGEST,B,or would it be better if we did it the twenty third,or/would/it/be/better/if/we/did/it/the/twenty/third
./data/verbmobil,r218c,REQUEST_COMMENT,B,how ur= how urgent is it,how/ur=/how/urgent/is/it
./data/verbmobil,r218c,INFORM,A,<hm> I do not know,<hm>/I/do/not/know
./data/verbmobil,r218c,INFORM,A,I mean it is government work after all,I/mean/it/is/government/work/after/all
./data/verbmobil,r218c,SUGGEST,A,"so I guess the twenty eighth is fine <""ahm>","so/I/guess/the/twenty/eighth/is/fine/<""ahm>"
./data/verbmobil,r218c,SUGGEST,A,"what do you say to <""ah> two on the twenty eighth","what/do/you/say/to/<""ah>/two/on/the/twenty/eighth"
./data/verbmobil,r218c,REQUEST_COMMENT,A,is that okay for you,is/that/okay/for/you
./data/verbmobil,r218c,DEVIATE_SCENARIO,B,yeah let the government wait,yeah/let/the/government/wait
./data/verbmobil,r218c,ACCEPT,B,two on the twenty eighth is good for me,two/on/the/twenty/eighth/is/good/for/me
./data/verbmobil,r218c,REQUEST_SUGGEST,B,"<""ah> where would you like to meet","<""ah>/where/would/you/like/to/meet"
./data/verbmobil,r218c,INFORM,A,"<""ahm> gee I do not know","<""ahm>/gee/I/do/not/know"
./data/verbmobil,r218c,INFORM,A,"<""ah> we are going to have to fit Bob in and he is <""ah> he is pretty picky","<""ah>/we/are/going/to/have/to/fit/Bob/in/and/he/is/<""ah>/he/is/pretty/picky"
./data/verbmobil,r218c,SUGGEST,A,"<""ahm> how 'bout Fred's Diner","<""ahm>/how/'bout/Fred's/Diner"
./data/verbmobil,r218c,CLARIFY,A,"that is <""ah> down on twelfth street","that/is/<""ah>/down/on/twelfth/street"
./data/verbmobil,r218c,DEVIATE_SCENARIO,A,"it is it is <""ah> Bob really likes out there so I guess <""ahm> we can keep him happy and maybe he will show up if we have it there","it/is/it/is/<""ah>/Bob/really/likes/out/there/so/I/guess/<""ahm>/we/can/keep/him/happy/and/maybe/he/will/show/up/if/we/have/it/there"
./data/verbmobil,r218c,REQUEST_SUGGEST,A,so you think Bob's or Fred's rather,so/you/think/Bob's/or/Fred's/rather
./data/verbmobil,r218c,ACCEPT,B,Fred's is fine if we can humor Bob,Fred's/is/fine/if/we/can/humor/Bob
./data/verbmobil,r218c,BYE,B,I will see you there,I/will/see/you/there
./data/verbmobil,r218c,BYE,A,alright see you,alright/see/you
./data/verbmobil,r219c,INIT,A,"okay then <""ahm> yeah we <""ah> we should get together sometime to talk about this a li= bit more","okay/then/<""ahm>/yeah/we/<""ah>/we/should/get/together/sometime/to/talk/about/this/a/li=/bit/more"
./data/verbmobil,r219c,EXCLUDE,A,"<""ahm> geez <""ahm> well hey my <""ah> my schedule for the beginning of next month is kind of full","<""ahm>/geez/<""ahm>/well/hey/my/<""ah>/my/schedule/for/the/beginning/of/next/month/is/kind/of/full"
./data/verbmobil,r219c,EXCLUDE,A,I am going to be at SIGgraph on the three to th= third to the sixth,I/am/going/to/be/at/SIGgraph/on/the/three/to/th=/third/to/the/sixth
./data/verbmobil,r219c,SUGGEST,A,"<""ahm> how is Friday the thirteenth","<""ahm>/how/is/Friday/the/thirteenth"
./data/verbmobil,r219c,INFORM,A,that is a good day for a meeting,that/is/a/good/day/for/a/meeting
./data/verbmobil,r219c,EXCLUDE,B,yeah the beginning of this month is bad for me too,yeah/the/beginning/of/this/month/is/bad/for/me/too
./data/verbmobil,r219c,EXCLUDE,B,I am going on vacation with the wife and kids the first week,I/am/going/on/vacation/with/the/wife/and/kids/the/first/week
./data/verbmobil,r219c,EXPLAINED_REJECT,B,"<""ahm> Friday the thirteenth I am too superstitious to have this important of a meeting then","<""ahm>/Friday/the/thirteenth/I/am/too/superstitious/to/have/this/important/of/a/meeting/then"
./data/verbmobil,r219c,SUGGEST,B,how about let us see the twenty third or twenty fifth,how/about/let/us/see/the/twenty/third/or/twenty/fifth
./data/verbmobil,r219c,REQUEST_COMMENT,B,do either of those two days suit you,do/either/of/those/two/days/suit/you
./data/verbmobil,r219c,DELIBERATE,A,"<hm> well <""ahm> okay if not the thirteenth","<hm>/well/<""ahm>/okay/if/not/the/thirteenth"
./data/verbmobil,r219c,SUGGEST,A,yeah both the twenty third in the afternoon and anytime during the twenty fifth is good for me,yeah/both/the/twenty/third/in/the/afternoon/and/anytime/during/the/twenty/fifth/is/good/for/me
./data/verbmobil,r219c,ACCEPT,A,"<""ahm> yeah either one of those would be fine","<""ahm>/yeah/either/one/of/those/would/be/fine"
./data/verbmobil,r219c,REQUEST_SUGGEST,B,which would you prefer,which/would/you/prefer
./data/verbmobil,r219c,FEEDBACK_NEGATIVE,A,<hm> well I do not know,<hm>/well/I/do/not/know
./data/verbmobil,r219c,GIVE_REASON,A,"I guess I am going to be talking to Professor Ginkinspiel bef= <""ah> after class on the twenty third","I/guess/I/am/going/to/be/talking/to/Professor/Ginkinspiel/bef=/<""ah>/after/class/on/the/twenty/third"
./data/verbmobil,r219c,SUGGEST,A,"so maybe the twenty fifth would be better <""ahm> say sometime in the afternoon","so/maybe/the/twenty/fifth/would/be/better/<""ahm>/say/sometime/in/the/afternoon"
./data/verbmobil,r219c,ACCEPT,B,sure that is fine with me,sure/that/is/fine/with/me
./data/verbmobil,r219c,REQUEST_SUGGEST,B,pick a time,pick/a/time
./data/verbmobil,r219c,SUGGEST,A,"<""ahm> well how 'bout we meet at <""ah> two down in the conference room downstairs","<""ahm>/well/how/'bout/we/meet/at/<""ah>/two/down/in/the/conference/room/downstairs"
./data/verbmobil,r219c,REQUEST_COMMENT,A,is that good for you,is/that/good/for/you
./data/verbmobil,r219c,ACCEPT,B,sure that is fine for me,sure/that/is/fine/for/me
./data/verbmobil,r219c,FEEDBACK_POSITIVE,A,great,great
./data/verbmobil,r219c,BYE,A,then I will see you there,then/I/will/see/you/there
./data/verbmobil,r219c,BYE,B,righto good bye,righto/good/bye
./data/verbmobil,r220c,INIT,A,I think we need to sit down for a little while maybe about two hours and talk about some of these issues,I/think/we/need/to/sit/down/for/a/little/while/maybe/about/two/hours/and/talk/about/some/of/these/issues
./data/verbmobil,r220c,SUGGEST,A,"<""ahm> would you have any time next week","<""ahm>/would/you/have/any/time/next/week"
./data/verbmobil,r220c,REQUEST_SUGGEST,A,what days look best for you next week,what/days/look/best/for/you/next/week
./data/verbmobil,r220c,REJECT,B,well every day looks great for me next week but not for work,well/every/day/looks/great/for/me/next/week/but/not/for/work
./data/verbmobil,r220c,EXCLUDE,B,"<""ah> I am going to be on vacation all of next week and the following week","<""ah>/I/am/going/to/be/on/vacation/all/of/next/week/and/the/following/week"
./data/verbmobil,r220c,SUGGEST,B,"I guess the earliest day that I would have available <""ahm> would be the eighteenth on Tuesday","I/guess/the/earliest/day/that/I/would/have/available/<""ahm>/would/be/the/eighteenth/on/Tuesday"
./data/verbmobil,r220c,SUGGEST,A,are you available at all in the afternoon on the eighteenth,are/you/available/at/all/in/the/afternoon/on/the/eighteenth
./data/verbmobil,r220c,SUGGEST,A,"<""ah> I get out of class at twelve","<""ah>/I/get/out/of/class/at/twelve"
./data/verbmobil,r220c,SUGGEST,A,I could eat lunch and maybe be together by one o'clock or so,I/could/eat/lunch/and/maybe/be/together/by/one/o'clock/or/so
./data/verbmobil,r220c,EXCLUDE,B,well I have a class starting at two,well/I/have/a/class/starting/at/two
./data/verbmobil,r220c,SUGGEST,B,so if you wanted to do it over lunch then that would be possible for me,so/if/you/wanted/to/do/it/over/lunch/then/that/would/be/possible/for/me
./data/verbmobil,r220c,ACCEPT,A,sure sounds like a plan,sure/sounds/like/a/plan
./data/verbmobil,r220c,SUGGEST,A,"meet you at twelve o'clock <""ah> for lunch on Tuesday the eighteenth","meet/you/at/twelve/o'clock/<""ah>/for/lunch/on/Tuesday/the/eighteenth"
./data/verbmobil,r220c,BYE,A,see you there,see/you/there
./data/verbmobil,r220c,ACCEPT,B,okay great,okay/great
./data/verbmobil,r220c,SUGGEST,B,do you want to meet at your office then,do/you/want/to/meet/at/your/office/then
./data/verbmobil,r220c,ACCEPT,A,sure,sure
./data/verbmobil,r220c,BYE,B,alright see you then,alright/see/you/then
./data/verbmobil,r221c,INIT,A,"what do you say we get together for a couple of hours and <""ah> have a meeting","what/do/you/say/we/get/together/for/a/couple/of/hours/and/<""ah>/have/a/meeting"
./data/verbmobil,r221c,SUGGEST,A,"<""ahm> how does next week look for you <""ah> <""ah> later on in the week Thursday or Friday","<""ahm>/how/does/next/week/look/for/you/<""ah>/<""ah>/later/on/in/the/week/Thursday/or/Friday"
./data/verbmobil,r221c,REJECT,B,well I am going to be gone the tenth,well/I/am/going/to/be/gone/the/tenth
./data/verbmobil,r221c,SUGGEST,B,"<""ah> the eleventh on Friday I could do something in the afternoon","<""ah>/the/eleventh/on/Friday/I/could/do/something/in/the/afternoon"
./data/verbmobil,r221c,ACCEPT,A,well I am free all day Friday,well/I/am/free/all/day/Friday
./data/verbmobil,r221c,REQUEST_SUGGEST,A,"<""ah> what time would be most convenient for you","<""ah>/what/time/would/be/most/convenient/for/you"
./data/verbmobil,r221c,SUGGEST,B,well my seminar goes until twelve and it would be nice to have some time for lunch,well/my/seminar/goes/until/twelve/and/it/would/be/nice/to/have/some/time/for/lunch
./data/verbmobil,r221c,SUGGEST,B,what about two $P $M,what/about/two/$P/$M
./data/verbmobil,r221c,REQUEST_COMMENT,B,would that be alright,would/that/be/alright
./data/verbmobil,r221c,ACCEPT,A,sure fine by me,sure/fine/by/me
./data/verbmobil,r221c,SUGGEST,A,"<""ahm> two o'clock then in my office","<""ahm>/two/o'clock/then/in/my/office"
./data/verbmobil,r221c,ACCEPT,B,alright great,alright/great
./data/verbmobil,r221c,CONFIRM,B,and that is Friday the eleventh,and/that/is/Friday/the/eleventh
./data/verbmobil,r221c,BYE,B,I will see you then,I/will/see/you/then
./data/verbmobil,r222c,INIT,A,"what do you say we get together for a meeting for a couple of hours and <""ah> talk about these things","what/do/you/say/we/get/together/for/a/meeting/for/a/couple/of/hours/and/<""ah>/talk/about/these/things"
./data/verbmobil,r222c,SUGGEST,A,"<""ahm> next week <""ah> my schedule is looking pretty good","<""ahm>/next/week/<""ah>/my/schedule/is/looking/pretty/good"
./data/verbmobil,r222c,REQUEST_COMMENT,A,"<""ah> are you available at all next week","<""ah>/are/you/available/at/all/next/week"
./data/verbmobil,r222c,REJECT,B,well next week does not look too good for me,well/next/week/does/not/look/too/good/for/me
./data/verbmobil,r222c,SUGGEST,B,I have got time tomorrow or Wednesday though,I/have/got/time/tomorrow/or/Wednesday/though
./data/verbmobil,r222c,REQUEST_COMMENT,B,are you available then,are/you/available/then
./data/verbmobil,r222c,REJECT,A,no,no
./data/verbmobil,r222c,GIVE_REASON,A,I have got a seminar all day tomorrow and then vacation Wednesday,I/have/got/a/seminar/all/day/tomorrow/and/then/vacation/Wednesday
./data/verbmobil,r222c,SUGGEST,A,"<""ahm> how 'bout Wednesday of next week","<""ahm>/how/'bout/Wednesday/of/next/week"
./data/verbmobil,r222c,REQUEST_COMMENT,A,do you have any time at all,do/you/have/any/time/at/all
./data/verbmobil,r222c,SUGGEST,A,I am free all day,I/am/free/all/day
./data/verbmobil,r222c,EXPLAINED_REJECT,B,no I am going to be away from the nineteenth until the twenty first,no/I/am/going/to/be/away/from/the/nineteenth/until/the/twenty/first
./data/verbmobil,r222c,SUGGEST,B,"<""ahm> I suppose Thursday of next week I could do it some time in the afternoon","<""ahm>/I/suppose/Thursday/of/next/week/I/could/do/it/some/time/in/the/afternoon"
./data/verbmobil,r222c,EXPLAINED_REJECT,A,I have got meetings in the afternoon both Thursday and Friday of next week twenty second and twenty third,I/have/got/meetings/in/the/afternoon/both/Thursday/and/Friday/of/next/week/twenty/second/and/twenty/third
./data/verbmobil,r222c,SUGGEST,A,"how 'bout the <""ah> the morning of the twenty third","how/'bout/the/<""ah>/the/morning/of/the/twenty/third"
./data/verbmobil,r222c,REQUEST_COMMENT,A,are you available at all,are/you/available/at/all
./data/verbmobil,r222c,ACCEPT,B,yeah that would work fine with me,yeah/that/would/work/fine/with/me
./data/verbmobil,r222c,SUGGEST,B,how 'bout ten o'clock,how/'bout/ten/o'clock
./data/verbmobil,r222c,ACCEPT,A,sounds great,sounds/great
./data/verbmobil,r222c,BYE,A,I will see you then,I/will/see/you/then
./data/verbmobil,r222c,FEEDBACK_POSITIVE,B,alright,alright
./data/verbmobil,r222c,BYE,B,see you then,see/you/then
./data/verbmobil,r223c,INIT,A,what do you say we sit down and talk about things for a couple of hours in a meeting,what/do/you/say/we/sit/down/and/talk/about/things/for/a/couple/of/hours/in/a/meeting
